   1.00100005       1.00008619E-03   1.00017250    
   1.00200009       2.00034515E-03   1.00034535    
   1.00300014       3.00077721E-03   1.00051844    
   1.00400019       4.00138227E-03   1.00069177    
   1.00500023       5.00216102E-03   1.00086534    
   1.00600028       6.00311346E-03   1.00103915    
   1.00700033       7.00423960E-03   1.00121319    
   1.00800037       8.00553989E-03   1.00138748    
   1.00900042       9.00701433E-03   1.00156200    
   1.01000047       1.00086639E-02   1.00173676    
   1.01100051       1.10104885E-02   1.00191176    
   1.01200056       1.20124882E-02   1.00208700    
   1.01300061       1.30146630E-02   1.00226259    
   1.01400065       1.40170138E-02   1.00243843    
   1.01500070       1.50195407E-02   1.00261450    
   1.01600075       1.60222426E-02   1.00279081    
   1.01700079       1.70251224E-02   1.00296736    
   1.01800084       1.80281773E-02   1.00314415    
   1.01900089       1.90314092E-02   1.00332117    
   1.02000093       2.00348198E-02   1.00349844    
   1.02100098       2.10384075E-02   1.00367606    
   1.02200103       2.20421720E-02   1.00385392    
   1.02300107       2.30461154E-02   1.00403202    
   1.02400112       2.40502357E-02   1.00421035    
   1.02500117       2.50545349E-02   1.00438893    
   1.02600121       2.60590129E-02   1.00456774    
   1.02700126       2.70636696E-02   1.00474679    
   1.02800131       2.80685071E-02   1.00492620    
   1.02900136       2.90735234E-02   1.00510585    
   1.03000140       3.00787184E-02   1.00528574    
   1.03100145       3.10840942E-02   1.00546587    
   1.03200150       3.20896506E-02   1.00564623    
   1.03300154       3.30953859E-02   1.00582683    
   1.03400159       3.41013037E-02   1.00600767    
   1.03500164       3.51074003E-02   1.00618887    
   1.03600168       3.61136794E-02   1.00637031    
   1.03700173       3.71201411E-02   1.00655198    
   1.03800178       3.81267853E-02   1.00673389    
   1.03900182       3.91336121E-02   1.00691605    
   1.04000187       4.01406176E-02   1.00709844    
   1.04100192       4.11478058E-02   1.00728118    
   1.04200196       4.21551801E-02   1.00746417    
   1.04300201       4.31627370E-02   1.00764740    
   1.04400206       4.41704765E-02   1.00783086    
   1.04500210       4.51783985E-02   1.00801456    
   1.04600215       4.61865067E-02   1.00819850    
   1.04700220       4.71947975E-02   1.00838280    
   1.04800224       4.82032709E-02   1.00856733    
   1.04900229       4.92119305E-02   1.00875211    
   1.05000234       5.02207763E-02   1.00893712    
   1.05100238       5.12298048E-02   1.00912237    
   1.05200243       5.22390194E-02   1.00930798    
   1.05300248       5.32484204E-02   1.00949383    
   1.05400252       5.42580076E-02   1.00967991    
   1.05500257       5.52677810E-02   1.00986624    
   1.05600262       5.62777407E-02   1.01005280    
   1.05700266       5.72878867E-02   1.01023972    
   1.05800271       5.82982190E-02   1.01042688    
   1.05900276       5.93087412E-02   1.01061428    
   1.06000280       6.03194498E-02   1.01080191    
   1.06100285       6.13303445E-02   1.01098990    
   1.06200290       6.23414293E-02   1.01117814    
   1.06300294       6.33527040E-02   1.01136661    
   1.06400299       6.43641651E-02   1.01155531    
   1.06500304       6.53758124E-02   1.01174426    
   1.06600308       6.63876534E-02   1.01193357    
   1.06700313       6.73996806E-02   1.01212311    
   1.06800318       6.84119016E-02   1.01231289    
   1.06900322       6.94243088E-02   1.01250291    
   1.07000327       7.04369098E-02   1.01269329    
   1.07100332       7.14496970E-02   1.01288390    
   1.07200336       7.24626780E-02   1.01307476    
   1.07300341       7.34758452E-02   1.01326585    
   1.07400346       7.44892061E-02   1.01345730    
   1.07500350       7.55027607E-02   1.01364899    
   1.07600355       7.65165091E-02   1.01384091    
   1.07700360       7.75304437E-02   1.01403308    
   1.07800364       7.85445720E-02   1.01422560    
   1.07900369       7.95588940E-02   1.01441836    
   1.08000374       8.05734098E-02   1.01461136    
   1.08100379       8.15881193E-02   1.01480460    
   1.08200383       8.26030225E-02   1.01499820    
   1.08300388       8.36181194E-02   1.01519203    
   1.08400393       8.46334100E-02   1.01538610    
   1.08500397       8.56488943E-02   1.01558042    
   1.08600402       8.66645724E-02   1.01577508    
   1.08700407       8.76804441E-02   1.01596999    
   1.08800411       8.86965096E-02   1.01616514    
   1.08900416       8.97127688E-02   1.01636064    
   1.09000421       9.07292292E-02   1.01655638    
   1.09100425       9.17458832E-02   1.01675236    
   1.09200430       9.27627310E-02   1.01694858    
   1.09300435       9.37797800E-02   1.01714516    
   1.09400439       9.47970226E-02   1.01734197    
   1.09500444       9.58144665E-02   1.01753902    
   1.09600449       9.68321040E-02   1.01773643    
   1.09700453       9.78499427E-02   1.01793408    
   1.09800458       9.88679752E-02   1.01813197    
   1.09900463       9.98862088E-02   1.01833022    
   1.10000467      0.100904636       1.01852870    
   1.10100472      0.101923265       1.01872742    
   1.10200477      0.102942094       1.01892650    
   1.10300481      0.103961118       1.01912582    
   1.10400486      0.104980342       1.01932538    
   1.10500491      0.105999768       1.01952517    
   1.10600495      0.107019395       1.01972532    
   1.10700500      0.108039223       1.01992571    
   1.10800505      0.109059252       1.02012634    
   1.10900509      0.110079482       1.02032733    
   1.11000514      0.111099914       1.02052855    
   1.11100519      0.112120546       1.02073002    
   1.11200523      0.113141380       1.02093184    
   1.11300528      0.114162415       1.02113390    
   1.11400533      0.115183651       1.02133620    
   1.11500537      0.116205089       1.02153885    
   1.11600542      0.117226727       1.02174175    
   1.11700547      0.118248567       1.02194500    
   1.11800551      0.119270615       1.02214849    
   1.11900556      0.120292865       1.02235222    
   1.12000561      0.121315315       1.02255630    
   1.12100565      0.122337975       1.02276063    
   1.12200570      0.123360835       1.02296519    
   1.12300575      0.124383904       1.02317011    
   1.12400579      0.125407174       1.02337527    
   1.12500584      0.126430646       1.02358067    
